Country,Date,full[%]
United Kingdom (Pre-Brexit),2018-05-24,16.73
Austria,2018-05-25,30.01
Belgium,2018-05-25,9.83
Bulgaria,2018-05-25,38.69
Croatia,2018-05-25,37.1
Czech Republic,2018-05-25,36.75
Denmark,2018-05-25,21.77
France,2018-05-25,22.74
Germany,2018-05-25,33.04
Hungary,2018-05-25,32.72
Ireland,2018-05-25,-
Italy,2018-05-25,54.63
Latvia,2018-05-25,11.97
Netherlands,2018-05-25,28.66
Poland,2018-05-25,50.17
Portugal,2018-05-25,53.52
Romania,2018-05-25,29.1
Slovakia,2018-05-25,20.18
Spain,2018-05-25,60.83
Sweden,2018-05-25,7.31
United Kingdom (Pre-Brexit),2018-05-25,14.86
Austria,2018-05-26,30.44
Belgium,2018-05-26,10.4
Bulgaria,2018-05-26,38.99
Croatia,2018-05-26,37.48
Czech Republic,2018-05-26,37.15
Denmark,2018-05-26,22.14
France,2018-05-26,23.34
Germany,2018-05-26,33.63
Hungary,2018-05-26,33.06
Ireland,2018-05-26,-
Italy,2018-05-26,55.16
Latvia,2018-05-26,11.97
Netherlands,2018-05-26,29.16
Poland,2018-05-26,50.76
Portugal,2018-05-26,53.52
Romania,2018-05-26,29.4
Slovakia,2018-05-26,20.64
Spain,2018-05-26,60.9
Sweden,2018-05-26,7.31
United Kingdom (Pre-Brexit),2018-05-26,18.85
Austria,2018-05-27,30.83
Belgium,2018-05-27,11.05
Bulgaria,2018-05-27,39.3
Croatia,2018-05-27,37.86
Czech Republic,2018-05-27,37.57
Denmark,2018-05-27,22.56
France,2018-05-27,23.92
Germany,2018-05-27,34.26
Hungary,2018-05-27,33.4
Ireland,2018-05-27,-
Italy,2018-05-27,55.7
Latvia,2018-05-27,11.97
Netherlands,2018-05-27,29.7
Poland,2018-05-27,51.37
Portugal,2018-05-27,53.52
Romania,2018-05-27,29.78
Slovakia,2018-05-27,21.14
Spain,2018-05-27,60.98
Sweden,2018-05-27,7.31
United Kingdom (Pre-Brexit),2018-05-27,22.42
Austria,2018-05-28,31.18
Belgium,2018-05-28,11.61
Bulgaria,2018-05-28,39.6
Croatia,2018-05-28,38.2
Czech Republic,2018-05-28,37.98
Denmark,2018-05-28,22.94
France,2018-05-28,24.35
Germany,2018-05-28,34.81
Hungary,2018-05-28,33.71
Ireland,2018-05-28,-
Italy,2018-05-28,56.12
Latvia,2018-05-28,11.97
Netherlands,2018-05-28,30.19
Poland,2018-05-28,51.89
Portugal,2018-05-28,53.52
Romania,2018-05-28,30.11
Slovakia,2018-05-28,21.58
Spain,2018-05-28,61.07
Sweden,2018-05-28,7.31
United Kingdom (Pre-Brexit),2018-05-28,24
Austria,2018-05-29,31.5
Belgium,2018-05-29,11.96
Bulgaria,2018-05-29,39.9
Croatia,2018-05-29,38.44
Czech Republic,2018-05-29,38.38
Denmark,2018-05-29,23.19
France,2018-05-29,24.83
Germany,2018-05-29,35.29
Hungary,2018-05-29,34.02
Ireland,2018-05-29,-
Italy,2018-05-29,56.6
Latvia,2018-05-29,11.97
Netherlands,2018-05-29,30.28
Poland,2018-05-29,52.43
Portugal,2018-05-29,53.52
Romania,2018-05-29,27.55
Slovakia,2018-05-29,22.02
Spain,2018-05-29,61.15
Sweden,2018-05-29,7.31
United Kingdom (Pre-Brexit),2018-05-29,23.78
Austria,2018-05-30,31.87
Belgium,2018-05-30,12.49
Bulgaria,2018-05-30,40.21
Croatia,2018-05-30,38.76
Czech Republic,2018-05-30,38.77
Denmark,2018-05-30,23.29
France,2018-05-30,25.24
Germany,2018-05-30,35.7
Hungary,2018-05-30,34.35
Ireland,2018-05-30,-
Italy,2018-05-30,57.05
Latvia,2018-05-30,11.97
Netherlands,2018-05-30,30.67
Poland,2018-05-30,52.99
Portugal,2018-05-30,52.6
Romania,2018-05-30,27.8
Slovakia,2018-05-30,22.47
Spain,2018-05-30,61.23
Sweden,2018-05-30,7.31
United Kingdom (Pre-Brexit),2018-05-30,20.98
Austria,2018-05-31,32.21
Belgium,2018-05-31,13.12
Bulgaria,2018-05-31,40.51
Croatia,2018-05-31,39.13
Czech Republic,2018-05-31,39.17
Denmark,2018-05-31,23.78
France,2018-05-31,25.67
Germany,2018-05-31,36.05
Hungary,2018-05-31,34.66
Ireland,2018-05-31,-
Italy,2018-05-31,57.49
Latvia,2018-05-31,11.91
Netherlands,2018-05-31,30.87
Poland,2018-05-31,53.66
Portugal,2018-05-31,52.47
Romania,2018-05-31,28.01
Slovakia,2018-05-31,22.9
Spain,2018-05-31,61.31
Sweden,2018-05-31,7.31
United Kingdom (Pre-Brexit),2018-05-31,19.42
Austria,2018-06-01,32.58
Belgium,2018-06-01,13.4
Bulgaria,2018-06-01,41.06
Croatia,2018-06-01,39.47
Czech Republic,2018-06-01,39.45
Denmark,2018-06-01,24.11
France,2018-06-01,26.14
Germany,2018-06-01,36.33
Hungary,2018-06-01,34.92
Ireland,2018-06-01,-
Italy,2018-06-01,57.94
Latvia,2018-06-01,11.91
Netherlands,2018-06-01,30.99
Poland,2018-06-01,54.29
Portugal,2018-06-01,53.19
Romania,2018-06-01,28.3
Slovakia,2018-06-01,23.12
Spain,2018-06-01,61.4
Sweden,2018-06-01,7.31
United Kingdom (Pre-Brexit),2018-06-01,18.73
Austria,2018-06-02,33.09
Belgium,2018-06-02,13.72
Bulgaria,2018-06-02,41.6
Croatia,2018-06-02,39.89
Czech Republic,2018-06-02,39.73
Denmark,2018-06-02,24.6
France,2018-06-02,26.82
Germany,2018-06-02,36.76
Hungary,2018-06-02,35.21
Ireland,2018-06-02,-
Italy,2018-06-02,58.42
Latvia,2018-06-02,11.91
Netherlands,2018-06-02,31.57
Poland,2018-06-02,54.93
Portugal,2018-06-02,53.94
Romania,2018-06-02,28.57
Slovakia,2018-06-02,23.45
Spain,2018-06-02,61.48
Sweden,2018-06-02,7.31
United Kingdom (Pre-Brexit),2018-06-02,18.42
Austria,2018-06-03,33.59
Belgium,2018-06-03,14.12
Bulgaria,2018-06-03,42.13
Croatia,2018-06-03,40.4
Czech Republic,2018-06-03,40.01
Denmark,2018-06-03,25.08
France,2018-06-03,27.48
Germany,2018-06-03,37.22
Hungary,2018-06-03,35.49
Ireland,2018-06-03,-
Italy,2018-06-03,58.88
Latvia,2018-06-03,11.91
Netherlands,2018-06-03,32.18
Poland,2018-06-03,55.59
Portugal,2018-06-03,54.67
Romania,2018-06-03,28.87
Slovakia,2018-06-03,23.75
Spain,2018-06-03,61.56
Sweden,2018-06-03,7.31
United Kingdom (Pre-Brexit),2018-06-03,18.16
Austria,2018-06-04,33.86
Belgium,2018-06-04,14.43
Bulgaria,2018-06-04,42.67
Croatia,2018-06-04,40.82
Czech Republic,2018-06-04,40.29
Denmark,2018-06-04,25.5
France,2018-06-04,27.99
Germany,2018-06-04,37.56
Hungary,2018-06-04,35.89
Ireland,2018-06-04,-
Italy,2018-06-04,59.21
Latvia,2018-06-04,11.91
Netherlands,2018-06-04,32.62
Poland,2018-06-04,56.24
Portugal,2018-06-04,55.43
Romania,2018-06-04,29.11
Slovakia,2018-06-04,23.97
Spain,2018-06-04,61.59
Sweden,2018-06-04,7.31
United Kingdom (Pre-Brexit),2018-06-04,18.91
Austria,2018-06-05,33.97
Belgium,2018-06-05,14.69
Bulgaria,2018-06-05,43.21
Croatia,2018-06-05,41.2
Czech Republic,2018-06-05,40.57
Denmark,2018-06-05,25.86
France,2018-06-05,28.5
Germany,2018-06-05,37.75
Hungary,2018-06-05,36.31
Ireland,2018-06-05,-
Italy,2018-06-05,59.57
Latvia,2018-06-05,11.91
Netherlands,2018-06-05,32.98
Poland,2018-06-05,56.86
Portugal,2018-06-05,56.18
Romania,2018-06-05,29.33
Slovakia,2018-06-05,24.16
Spain,2018-06-05,61.61
Sweden,2018-06-05,7.31
United Kingdom (Pre-Brexit),2018-06-05,17.17
Austria,2018-06-06,34.23
Belgium,2018-06-06,14.92
Bulgaria,2018-06-06,43.75
Croatia,2018-06-06,41.49
Czech Republic,2018-06-06,40.85
Denmark,2018-06-06,26.12
France,2018-06-06,28.98
Germany,2018-06-06,38.08
Hungary,2018-06-06,36.72
Ireland,2018-06-06,-
Italy,2018-06-06,59.92
Latvia,2018-06-06,11.91
Netherlands,2018-06-06,33.38
Poland,2018-06-06,57.39
Portugal,2018-06-06,56.88
Romania,2018-06-06,29.57
Slovakia,2018-06-06,24.43
Spain,2018-06-06,61.62
Sweden,2018-06-06,7.31
United Kingdom (Pre-Brexit),2018-06-06,14.21
Austria,2018-06-07,34.49
Belgium,2018-06-07,15.2
Bulgaria,2018-06-07,44.29
Croatia,2018-06-07,41.83
Czech Republic,2018-06-07,41.13
Denmark,2018-06-07,26.42
France,2018-06-07,29.47
Germany,2018-06-07,38.4
Hungary,2018-06-07,37.12
Ireland,2018-06-07,-
Italy,2018-06-07,60.3
Latvia,2018-06-07,11.91
Netherlands,2018-06-07,33.79
Poland,2018-06-07,57.95
Portugal,2018-06-07,57.41
Romania,2018-06-07,29.85
Slovakia,2018-06-07,24.7
Spain,2018-06-07,61.62
Sweden,2018-06-07,7.31
United Kingdom (Pre-Brexit),2018-06-07,11.43
Austria,2018-06-08,34.89
Belgium,2018-06-08,15.35
Bulgaria,2018-06-08,44.83
Croatia,2018-06-08,42.16
Czech Republic,2018-06-08,41.49
Denmark,2018-06-08,26.62
France,2018-06-08,29.98
Germany,2018-06-08,38.68
Hungary,2018-06-08,37.53
Ireland,2018-06-08,-
Italy,2018-06-08,60.69
Latvia,2018-06-08,11.78
Netherlands,2018-06-08,34.27
Poland,2018-06-08,58.47
Portugal,2018-06-08,57.42
Romania,2018-06-08,30.14
Slovakia,2018-06-08,24.94
Spain,2018-06-08,61.62
Sweden,2018-06-08,7.31
United Kingdom (Pre-Brexit),2018-06-08,10.19
Austria,2018-06-09,35.36
Belgium,2018-06-09,15.45
Bulgaria,2018-06-09,45.36
Croatia,2018-06-09,42.62
Czech Republic,2018-06-09,41.9
Denmark,2018-06-09,27.27
France,2018-06-09,30.61
Germany,2018-06-09,39.07
Hungary,2018-06-09,37.97
Ireland,2018-06-09,-
Italy,2018-06-09,61.17
Latvia,2018-06-09,11.7
Netherlands,2018-06-09,34.85
Poland,2018-06-09,59
Portugal,2018-06-09,57.42
Romania,2018-06-09,30.46
Slovakia,2018-06-09,25.29
Spain,2018-06-09,61.62
Sweden,2018-06-09,7.31
United Kingdom (Pre-Brexit),2018-06-09,11.1
Austria,2018-06-10,35.83
Belgium,2018-06-10,15.62
Bulgaria,2018-06-10,45.9
Croatia,2018-06-10,43.1
Czech Republic,2018-06-10,42.3
Denmark,2018-06-10,27.91
France,2018-06-10,31.27
Germany,2018-06-10,39.49
Hungary,2018-06-10,38.41
Ireland,2018-06-10,-
Italy,2018-06-10,61.67
Latvia,2018-06-10,11.62
Netherlands,2018-06-10,35.46
Poland,2018-06-10,59.52
Portugal,2018-06-10,58.06
Romania,2018-06-10,30.84
Slovakia,2018-06-10,25.65
Spain,2018-06-10,61.62
Sweden,2018-06-10,7.31
United Kingdom (Pre-Brexit),2018-06-10,12.71
Austria,2018-06-11,36.26
Belgium,2018-06-11,16.08
Bulgaria,2018-06-11,46.44
Croatia,2018-06-11,43.48
Czech Republic,2018-06-11,42.61
Denmark,2018-06-11,28.26
France,2018-06-11,31.74
Germany,2018-06-11,39.82
Hungary,2018-06-11,38.84
Ireland,2018-06-11,-
Italy,2018-06-11,62.01
Latvia,2018-06-11,11.51
Netherlands,2018-06-11,35.94
Poland,2018-06-11,60.05
Portugal,2018-06-11,58.75
Romania,2018-06-11,31.09
Slovakia,2018-06-11,25.93
Spain,2018-06-11,61.62
Sweden,2018-06-11,7.31
United Kingdom (Pre-Brexit),2018-06-11,13.26
Austria,2018-06-12,36.49
Belgium,2018-06-12,16.55
Bulgaria,2018-06-12,46.98
Croatia,2018-06-12,43.62
Czech Republic,2018-06-12,43.1
Denmark,2018-06-12,28.52
France,2018-06-12,32.28
Germany,2018-06-12,40.2
Hungary,2018-06-12,39.27
Ireland,2018-06-12,-
Italy,2018-06-12,62.35
Latvia,2018-06-12,11.39
Netherlands,2018-06-12,36.32
Poland,2018-06-12,60.61
Portugal,2018-06-12,59.44
Romania,2018-06-12,31.34
Slovakia,2018-06-12,26.09
Spain,2018-06-12,61.62
Sweden,2018-06-12,7.31
United Kingdom (Pre-Brexit),2018-06-12,11.23
Austria,2018-06-13,36.74
Belgium,2018-06-13,16.74
Bulgaria,2018-06-13,47.52
Croatia,2018-06-13,43.94
Czech Republic,2018-06-13,43.58
Denmark,2018-06-13,28.96
France,2018-06-13,32.82
Germany,2018-06-13,40.56
Hungary,2018-06-13,39.7
Ireland,2018-06-13,-
Italy,2018-06-13,62.73
Latvia,2018-06-13,11.32
Netherlands,2018-06-13,36.74
Poland,2018-06-13,61.07
Portugal,2018-06-13,60.12
Romania,2018-06-13,31.46
Slovakia,2018-06-13,26.96
Spain,2018-06-13,61.78
Sweden,2018-06-13,7.31
United Kingdom (Pre-Brexit),2018-06-13,13.36
Austria,2018-06-14,37.05
Belgium,2018-06-14,17.04
Bulgaria,2018-06-14,48.05
Croatia,2018-06-14,44.28
Czech Republic,2018-06-14,43.94
Denmark,2018-06-14,29.22
France,2018-06-14,33.37
Germany,2018-06-14,40.97
Hungary,2018-06-14,40.13
Ireland,2018-06-14,-
Italy,2018-06-14,63.13
Latvia,2018-06-14,11.32
Netherlands,2018-06-14,37.24
Poland,2018-06-14,61.54
Portugal,2018-06-14,60.82
Romania,2018-06-14,31.6
Slovakia,2018-06-14,27.2
Spain,2018-06-14,61.99
Sweden,2018-06-14,7.31
United Kingdom (Pre-Brexit),2018-06-14,16.86
Austria,2018-06-15,37.38
Belgium,2018-06-15,17.4
Bulgaria,2018-06-15,48.59
Croatia,2018-06-15,44.63
Czech Republic,2018-06-15,44.41
Denmark,2018-06-15,29.66
France,2018-06-15,33.7
Germany,2018-06-15,41.15
Hungary,2018-06-15,40.55
Ireland,2018-06-15,-
Italy,2018-06-15,63.5
Latvia,2018-06-15,11.32
Netherlands,2018-06-15,37.75
Poland,2018-06-15,62
Portugal,2018-06-15,61.54
Romania,2018-06-15,31.84
Slovakia,2018-06-15,27.59
Spain,2018-06-15,62.19
Sweden,2018-06-15,7.31
United Kingdom (Pre-Brexit),2018-06-15,17.85
Austria,2018-06-16,37.77
Belgium,2018-06-16,17.9
Bulgaria,2018-06-16,49.13
Croatia,2018-06-16,45.12
Czech Republic,2018-06-16,44.89
Denmark,2018-06-16,30.23
France,2018-06-16,34.26
Germany,2018-06-16,41.51
Hungary,2018-06-16,41.02
Ireland,2018-06-16,-
Italy,2018-06-16,63.98
Latvia,2018-06-16,11.32
Netherlands,2018-06-16,38.33
Poland,2018-06-16,62.47
Portugal,2018-06-16,62.28
Romania,2018-06-16,32.16
Slovakia,2018-06-16,28.04
Spain,2018-06-16,62.41
Sweden,2018-06-16,7.31
United Kingdom (Pre-Brexit),2018-06-16,21.14
Austria,2018-06-17,38.17
Belgium,2018-06-17,18.61
Bulgaria,2018-06-17,49.67
Croatia,2018-06-17,45.65
Czech Republic,2018-06-17,45.36
Denmark,2018-06-17,30.76
France,2018-06-17,34.84
Germany,2018-06-17,41.89
Hungary,2018-06-17,41.49
Ireland,2018-06-17,-
Italy,2018-06-17,64.45
Latvia,2018-06-17,11.32
Netherlands,2018-06-17,38.93
Poland,2018-06-17,62.92
Portugal,2018-06-17,63.01
Romania,2018-06-17,32.54
Slovakia,2018-06-17,28.48
Spain,2018-06-17,62.62
Sweden,2018-06-17,7.31
United Kingdom (Pre-Brexit),2018-06-17,23.59
Austria,2018-06-18,38.48
Belgium,2018-06-18,18.78
Bulgaria,2018-06-18,50.21
Croatia,2018-06-18,46.04
Czech Republic,2018-06-18,45.82
Denmark,2018-06-18,31.22
France,2018-06-18,35.25
Germany,2018-06-18,42.16
Hungary,2018-06-18,41.96
Ireland,2018-06-18,-
Italy,2018-06-18,64.77
Latvia,2018-06-18,11.32
Netherlands,2018-06-18,39.46
Poland,2018-06-18,63.37
Portugal,2018-06-18,63.76
Romania,2018-06-18,32.8
Slovakia,2018-06-18,28.86
Spain,2018-06-18,62.78
Sweden,2018-06-18,7.31
United Kingdom (Pre-Brexit),2018-06-18,25.44
Austria,2018-06-19,38.89
Belgium,2018-06-19,19.04
Bulgaria,2018-06-19,50.75
Croatia,2018-06-19,46.33
Czech Republic,2018-06-19,46.22
Denmark,2018-06-19,31.86
France,2018-06-19,35.7
Germany,2018-06-19,42.41
Hungary,2018-06-19,42.4
Ireland,2018-06-19,-
Italy,2018-06-19,65.05
Latvia,2018-06-19,11.32
Netherlands,2018-06-19,39.89
Poland,2018-06-19,63.83
Portugal,2018-06-19,64.4
Romania,2018-06-19,33.03
Slovakia,2018-06-19,29.13
Spain,2018-06-19,62.92
Sweden,2018-06-19,7.31
United Kingdom (Pre-Brexit),2018-06-19,25.87
Austria,2018-06-20,39.2
Belgium,2018-06-20,19.07
Bulgaria,2018-06-20,51.29
Croatia,2018-06-20,46.61
Czech Republic,2018-06-20,46.62
Denmark,2018-06-20,32.14
France,2018-06-20,36.2
Germany,2018-06-20,42.64
Hungary,2018-06-20,42.86
Ireland,2018-06-20,-
Italy,2018-06-20,65.3
Latvia,2018-06-20,11.37
Netherlands,2018-06-20,40.37
Poland,2018-06-20,64.23
Portugal,2018-06-20,64.4
Romania,2018-06-20,33.28
Slovakia,2018-06-20,29.49
Spain,2018-06-20,63.06
Sweden,2018-06-20,7.31
United Kingdom (Pre-Brexit),2018-06-20,25.47
Austria,2018-06-21,39.48
Belgium,2018-06-21,19.17
Bulgaria,2018-06-21,51.82
Croatia,2018-06-21,46.92
Czech Republic,2018-06-21,47.02
Denmark,2018-06-21,32.58
France,2018-06-21,36.7
Germany,2018-06-21,42.84
Hungary,2018-06-21,43.31
Ireland,2018-06-21,-
Italy,2018-06-21,65.53
Latvia,2018-06-21,11.51
Netherlands,2018-06-21,40.83
Poland,2018-06-21,64.7
Portugal,2018-06-21,63.57
Romania,2018-06-21,33.55
Slovakia,2018-06-21,29.87
Spain,2018-06-21,63.2
Sweden,2018-06-21,7.31
United Kingdom (Pre-Brexit),2018-06-21,26.97
Austria,2018-06-22,31.46
Belgium,2018-06-22,19.59
Bulgaria,2018-06-22,52.36
Croatia,2018-06-22,47.37
Czech Republic,2018-06-22,47.33
Denmark,2018-06-22,33.08
France,2018-06-22,37.2
Germany,2018-06-22,43.32
Hungary,2018-06-22,43.75
Ireland,2018-06-22,-
Italy,2018-06-22,65.87
Latvia,2018-06-22,11.69
Netherlands,2018-06-22,41.39
Poland,2018-06-22,65.2
Portugal,2018-06-22,64.15
Romania,2018-06-22,33.81
Slovakia,2018-06-22,30.14
Spain,2018-06-22,63.33
Sweden,2018-06-22,7.31
United Kingdom (Pre-Brexit),2018-06-22,27.84
Austria,2018-06-23,31.66
Belgium,2018-06-23,20.17
Bulgaria,2018-06-23,52.9
Croatia,2018-06-23,47.84
Czech Republic,2018-06-23,47.68
Denmark,2018-06-23,33.77
France,2018-06-23,37.73
Germany,2018-06-23,43.43
Hungary,2018-06-23,44.21
Ireland,2018-06-23,-
Italy,2018-06-23,66.39
Latvia,2018-06-23,11.89
Netherlands,2018-06-23,42
Poland,2018-06-23,65.76
Portugal,2018-06-23,64.89
Romania,2018-06-23,34.18
Slovakia,2018-06-23,30.31
Spain,2018-06-23,63.47
Sweden,2018-06-23,7.31
United Kingdom (Pre-Brexit),2018-06-23,31.21
Austria,2018-06-24,31.87
Belgium,2018-06-24,20.74
Bulgaria,2018-06-24,53.44
Croatia,2018-06-24,48.32
Czech Republic,2018-06-24,48.05
Denmark,2018-06-24,34.35
France,2018-06-24,38.27
Germany,2018-06-24,43.8
Hungary,2018-06-24,44.66
Ireland,2018-06-24,-
Italy,2018-06-24,66.89
Latvia,2018-06-24,12.06
Netherlands,2018-06-24,42.62
Poland,2018-06-24,66.31
Portugal,2018-06-24,65.62
Romania,2018-06-24,34.54
Slovakia,2018-06-24,30.51
Spain,2018-06-24,63.6
Sweden,2018-06-24,7.31
United Kingdom (Pre-Brexit),2018-06-24,34.43
Austria,2018-06-25,40.31
Belgium,2018-06-25,21.04
Bulgaria,2018-06-25,53.98
Croatia,2018-06-25,48.78
Czech Republic,2018-06-25,48.38
Denmark,2018-06-25,34.93
France,2018-06-25,38.67
Germany,2018-06-25,44.1
Hungary,2018-06-25,45.1
Ireland,2018-06-25,-
Italy,2018-06-25,67.29
Latvia,2018-06-25,12.2
Netherlands,2018-06-25,43.11
Poland,2018-06-25,66.77
Portugal,2018-06-25,66.37
Romania,2018-06-25,34.8
Slovakia,2018-06-25,30.71
Spain,2018-06-25,63.67
Sweden,2018-06-25,7.31
United Kingdom (Pre-Brexit),2018-06-25,35.31
Austria,2018-06-26,40.7
Belgium,2018-06-26,21.25
Bulgaria,2018-06-26,54.52
Croatia,2018-06-26,49.07
Czech Republic,2018-06-26,48.75
Denmark,2018-06-26,35.36
France,2018-06-26,39.04
Germany,2018-06-26,44.38
Hungary,2018-06-26,45.54
Ireland,2018-06-26,-
Italy,2018-06-26,67.65
Latvia,2018-06-26,12.21
Netherlands,2018-06-26,43.64
Poland,2018-06-26,67.21
Portugal,2018-06-26,66.77
Romania,2018-06-26,35.1
Slovakia,2018-06-26,30.88
Spain,2018-06-26,63.71
Sweden,2018-06-26,7.31
United Kingdom (Pre-Brexit),2018-06-26,35.94
Austria,2018-06-27,41.02
Belgium,2018-06-27,21.54
Bulgaria,2018-06-27,55.06
Croatia,2018-06-27,49.3
Czech Republic,2018-06-27,49.08
Denmark,2018-06-27,36.14
France,2018-06-27,39.41
Germany,2018-06-27,44.69
Hungary,2018-06-27,45.99
Ireland,2018-06-27,-
Italy,2018-06-27,68.04
Latvia,2018-06-27,12.08
Netherlands,2018-06-27,43.94
Poland,2018-06-27,67.66
Portugal,2018-06-27,66.77
Romania,2018-06-27,35.38
Slovakia,2018-06-27,31.1
Spain,2018-06-27,63.75
Sweden,2018-06-27,7.31
United Kingdom (Pre-Brexit),2018-06-27,35.12
Austria,2018-06-28,41.24
Belgium,2018-06-28,22.15
Bulgaria,2018-06-28,55.59
Croatia,2018-06-28,49.53
Czech Republic,2018-06-28,49.35
Denmark,2018-06-28,36.58
France,2018-06-28,39.82
Germany,2018-06-28,45.09
Hungary,2018-06-28,46.42
Ireland,2018-06-28,-
Italy,2018-06-28,68.46
Latvia,2018-06-28,11.97
Netherlands,2018-06-28,44.51
Poland,2018-06-28,68.11
Portugal,2018-06-28,66.77
Romania,2018-06-28,35.65
Slovakia,2018-06-28,31.3
Spain,2018-06-28,63.76
Sweden,2018-06-28,7.31
United Kingdom (Pre-Brexit),2018-06-28,32.68
Austria,2018-06-29,41.51
Belgium,2018-06-29,22.79
Bulgaria,2018-06-29,56.13
Croatia,2018-06-29,49.78
Czech Republic,2018-06-29,49.66
Denmark,2018-06-29,36.77
France,2018-06-29,40.23
Germany,2018-06-29,45.61
Hungary,2018-06-29,46.88
Ireland,2018-06-29,-
Italy,2018-06-29,68.85
Latvia,2018-06-29,11.9
Netherlands,2018-06-29,45.09
Poland,2018-06-29,68.55
Portugal,2018-06-29,66.77
Romania,2018-06-29,35.94
Slovakia,2018-06-29,31.44
Spain,2018-06-29,63.76
Sweden,2018-06-29,7.31
United Kingdom (Pre-Brexit),2018-06-29,31.75
Austria,2018-06-30,41.8
Belgium,2018-06-30,23.33
Bulgaria,2018-06-30,56.67
Croatia,2018-06-30,50.26
Czech Republic,2018-06-30,50.04
Denmark,2018-06-30,37.32
France,2018-06-30,40.71
Germany,2018-06-30,46.21
Hungary,2018-06-30,47.36
Ireland,2018-06-30,-
Italy,2018-06-30,69.31
Latvia,2018-06-30,11.9
Netherlands,2018-06-30,45.7
Poland,2018-06-30,69
Portugal,2018-06-30,66.77
Romania,2018-06-30,36.25
Slovakia,2018-06-30,31.07
Spain,2018-06-30,63.76
Sweden,2018-06-30,7.31
United Kingdom (Pre-Brexit),2018-06-30,32.88
Austria,2018-07-01,42.11
Belgium,2018-07-01,24.03
Bulgaria,2018-07-01,56.98
Croatia,2018-07-01,50.91
Czech Republic,2018-07-01,50.41
Denmark,2018-07-01,37.85
France,2018-07-01,41.13
Germany,2018-07-01,46.91
Hungary,2018-07-01,47.78
Ireland,2018-07-01,-
Italy,2018-07-01,69.81
Latvia,2018-07-01,11.9
Netherlands,2018-07-01,46.25
Poland,2018-07-01,69.42
Portugal,2018-07-01,66.77
Romania,2018-07-01,36.61
Slovakia,2018-07-01,31.24
Spain,2018-07-01,63.76
Sweden,2018-07-01,7.31
United Kingdom (Pre-Brexit),2018-07-01,35.87
Austria,2018-07-02,42.46
Belgium,2018-07-02,24.38
Bulgaria,2018-07-02,57.29
Croatia,2018-07-02,51.43
Czech Republic,2018-07-02,50.75
Denmark,2018-07-02,38.52
France,2018-07-02,41.48
Germany,2018-07-02,47.5
Hungary,2018-07-02,48.13
Ireland,2018-07-02,-
Italy,2018-07-02,70.12
Latvia,2018-07-02,11.9
Netherlands,2018-07-02,46.74
Poland,2018-07-02,69.84
Portugal,2018-07-02,66.77
Romania,2018-07-02,36.9
Slovakia,2018-07-02,31.47
Spain,2018-07-02,63.79
Sweden,2018-07-02,7.31
United Kingdom (Pre-Brexit),2018-07-02,37.26
Austria,2018-07-03,42.9
Belgium,2018-07-03,24.72
Bulgaria,2018-07-03,57.6
Croatia,2018-07-03,51.93
Czech Republic,2018-07-03,51.19
Denmark,2018-07-03,38.94
France,2018-07-03,41.84
Germany,2018-07-03,47.97
Hungary,2018-07-03,48.36
Ireland,2018-07-03,-
Italy,2018-07-03,70.35
Latvia,2018-07-03,11.9
Netherlands,2018-07-03,47.39
Poland,2018-07-03,70.35
Portugal,2018-07-03,65.81
Romania,2018-07-03,37.22
Slovakia,2018-07-03,31.72
Spain,2018-07-03,63.84
Sweden,2018-07-03,7.31
United Kingdom (Pre-Brexit),2018-07-03,37.4
Austria,2018-07-04,43.22
Belgium,2018-07-04,25.24
Bulgaria,2018-07-04,57.91
Croatia,2018-07-04,52.49
Czech Republic,2018-07-04,51.64
Denmark,2018-07-04,39.36
France,2018-07-04,42.21
Germany,2018-07-04,48.42
Hungary,2018-07-04,48.59
Ireland,2018-07-04,-
Italy,2018-07-04,70.98
Latvia,2018-07-04,11.95
Netherlands,2018-07-04,47.97
